x1,x2,x3,x4,x5,x6,x7,x8,dead,infected,location,recovered,time
0.0,0.0,0.8,0.01,0.4090021312782801,0.001,0.01,0.001,0.0,0.0,Bahamas,0.0,360
0.0,0.0,0.8,0.01,0.366245384656509,0.001,0.01,0.001,0.0,0.0,Barbados,0.0,360
0.0,0.0,0.8,0.01,0.9313688966569253,0.001,0.01,0.001,0.0,0.0,British Virgin Islands,0.0,360
0.0,0.0,0.8,0.01,0.9823389201488881,0.001,0.01,0.001,0.0,0.0,Cayman Islands,0.0,360
0.0,0.0,0.8,0.01,0.37702272182293606,0.001,0.01,0.001,0.0,0.0,Cuba,0.0,360
0.0,0.0,0.8,0.01,0.08441918449069363,0.001,0.01,0.001,0.0,0.0,Dominica,0.0,360
0.0,0.0,0.8,0.01,0.3754495395812676,0.001,0.01,0.001,0.0,0.0,Dominican Republic,0.0,360
0.0,0.0,0.8,0.01,0.13881759859609932,0.001,0.01,0.001,0.0,0.0,Haiti,0.0,360
0.0,0.0,0.8,0.01,0.5331084829864374,0.001,0.01,0.001,0.0,0.0,Jamaica,0.0,360
0.0,0.0,0.8,0.01,0.4517379811771782,0.001,0.01,0.001,0.0,0.0,Saint Kitts and Nevis,0.0,360
0.0,0.0,0.8,0.01,0.17874597173478945,0.001,0.01,0.001,0.0,0.0,Saint Lucia,0.0,360
0.0,0.0,0.8,0.01,0.3613829362441394,0.001,0.01,0.001,0.017814688676,5.62861706375586,Saint Vincent and the Grenadines,4.0,360
0.0,0.0,0.8,0.01,0.09116414661901029,0.001,0.01,0.001,0.0,0.0,Trinidad and Tobago,0.0,360
0.0,0.0,0.8,0.01,0.629770486129215,0.001,0.01,0.001,0.0,0.0,Turks and Caicos Islands,0.0,360
0.0,0.0,0.8,0.01,0.17016339728578744,0.001,0.01,0.001,0.0,0.0,Belize,0.0,360
0.0,0.0,0.8,0.01,0.5509670499481898,0.001,0.01,0.001,0.0,0.0,Costa Rica,0.0,360
0.0,0.0,0.8,0.01,0.38201710425717983,0.001,0.01,0.001,0.0,0.0,El Salvador,0.0,360
0.0,0.0,0.8,0.01,0.9153350526141952,0.001,0.01,0.001,0.0,0.0,Guatemala,0.0,360
0.0,0.0,0.8,0.01,0.5042217683334618,0.001,0.01,0.001,0.0,0.0,Honduras,0.0,360
0.0,0.0,0.8,0.01,0.3999885335675213,0.001,0.01,0.001,0.0,0.0,Mexico,0.0,360
0.0,0.0,0.8,0.01,0.2778734558165452,0.001,0.01,0.001,0.0,0.0,Nicaragua,0.0,360
0.0,0.0,0.8,0.01,0.35196775900987043,0.001,0.01,0.001,0.0,0.0,Panama,0.0,360
0.0,0.0,0.8,0.01,0.709091974583822,0.001,0.01,0.001,0.0,0.0,Argentina,0.0,360
0.0,0.0,0.8,0.01,0.07340744856560466,0.001,0.01,0.001,0.0,0.0,Bolivia,0.0,360
0.0,0.0,0.8,0.01,0.7120668699224026,0.001,0.01,0.001,0.0,0.0,Brazil,0.0,360
0.0,0.0,0.8,0.01,0.14293464733723393,0.001,0.01,0.001,0.0,0.0,Chile,0.0,360
0.0,0.0,0.8,0.01,0.9018812048878493,0.001,0.01,0.001,0.0,0.0,Colombia,0.0,360
0.0,0.0,0.8,0.01,0.08802230340436434,0.001,0.01,0.001,0.0,0.0,Ecuador,0.0,360
0.0,0.0,0.8,0.01,0.2948381921818224,0.001,0.01,0.001,0.0,0.0,Guyana,0.0,360
0.0,0.0,0.8,0.01,0.32473323233816553,0.001,0.01,0.001,0.0,0.0,Paraguay,0.0,360
0.0,0.0,0.8,0.01,0.16585849505777484,0.001,0.01,0.001,0.0,0.0,Peru,0.0,360
0.0,0.0,0.8,0.01,0.6158675579538861,0.001,0.01,0.001,0.0,0.0,Suriname,0.0,360
0.0,0.0,0.8,0.01,0.49866227013656106,0.001,0.01,0.001,0.0,0.0,Uruguay,0.0,360
0.0,0.0,0.8,0.01,0.007111022245250176,0.001,0.01,0.001,0.0,0.0,Venezuela,0.0,360
0.0,0.0,0.8,0.01,0.4287232835227157,0.001,0.01,0.001,0.0,0.0,Australia,0.0,360
0.0,0.0,0.8,0.01,0.7477510686265558,0.001,0.01,0.001,0.0,0.0,New Zealand,0.0,360
0.0,0.0,0.8,0.01,0.8967056884967357,0.001,0.01,0.001,0.1035573590050507,6.930536251063755,Fiji,28.0,360
0.0,0.0,0.8,0.01,0.47851669953267306,0.001,0.01,0.001,0.0,0.0,Papua New Guinea,0.0,360
0.0,0.0,0.8,0.01,0.05302782504703463,0.001,0.01,0.001,0.0,0.0,Solomon Islands,0.0,360
0.0,0.0,0.8,0.01,0.25459779566420515,0.001,0.01,0.001,0.00147750044,0.0,Vanuatu,0.0,360
0.0,0.0,0.8,0.01,0.7330441383737434,0.001,0.01,0.001,0.0,0.0,Kiribati,0.0,360
0.0,0.0,0.8,0.01,0.690866397555469,0.001,0.01,0.001,0.0,0.0,Marshall Islands,0.0,360
0.0,0.0,0.8,0.01,0.8060468358621538,0.001,0.01,0.001,0.0,0.0,Micronesia,0.0,360
0.0,0.0,0.8,0.01,0.01878037300213431,0.001,0.01,0.001,0.01,0.0,Nauru,0.01878037300213431,360
0.0,0.0,0.8,0.01,0.6189821408713074,0.001,0.01,0.001,0.0,0.0,Palau,0.0,360
0.0,0.0,0.8,0.01,0.6245129054469707,0.001,0.01,0.001,0.0,0.0,Niue,0.0,360
0.0,0.0,0.8,0.01,0.6056774018405897,0.001,0.01,0.001,0.0,0.0,Samoa,0.0,360
0.0,0.0,0.8,0.01,0.33211858031804065,0.001,0.01,0.001,0.0,0.0,Tonga,0.0,360
0.0,0.0,0.8,0.01,0.22639249442221177,0.001,0.01,0.001,0.0,0.0,Tuvalu,0.0,360
0.0,0.0,0.8,0.01,0.23383296520953678,0.001,0.01,0.001,0.0,0.0,Belarus,0.0,360
0.0,0.0,0.8,0.01,0.40616927876723374,0.001,0.01,0.001,0.0,0.0,Bulgaria,0.0,360
0.0,0.0,0.8,0.01,0.4787673860509478,0.001,0.01,0.001,0.0,0.0,Czech Republic,0.0,360
0.0,0.0,0.8,0.01,0.02286403877421983,0.001,0.01,0.001,0.0,0.0,Hungary,0.0,360
0.0,0.0,0.8,0.01,0.9308549768897896,0.001,0.01,0.001,0.0,0.0,Poland,0.0,360
0.0,0.0,0.8,0.01,0.48171406011516305,0.001,0.01,0.001,0.0,0.0,Moldova,0.0,360
0.0,0.0,0.8,0.01,0.9480816677527848,0.001,0.01,0.001,0.0,0.0,Romania,0.0,360
0.0,0.0,0.8,0.01,0.720093509724278,0.001,0.01,0.001,0.0,0.0,Russia,0.0,360
0.0,0.0,0.8,0.01,0.7832744750772398,0.001,0.01,0.001,0.0,0.0,Slovakia,0.0,360
0.0,0.0,0.8,0.01,0.22619469680747617,0.001,0.01,0.001,0.0,0.0,Ukraine,0.0,360
0.0,0.0,0.8,0.01,0.3460622717169224,0.001,0.01,0.001,0.0,0.0,Denmark,0.0,360
0.0,0.0,0.8,0.01,0.7466948032866445,0.001,0.01,0.001,0.0,0.0,Estonia,0.0,360
0.0,0.0,0.8,0.01,0.24226813894483,0.001,0.01,0.001,0.0,0.0,Finland,0.0,360
0.0,0.0,0.8,0.01,0.9737945584475078,0.001,0.01,0.001,0.0,0.0,Iceland,0.0,360
0.0,0.0,0.8,0.01,0.2161966398114641,0.001,0.01,0.001,0.0,0.0,Ireland,0.0,360
0.0,0.0,0.8,0.01,0.7369997741087135,0.001,0.01,0.001,0.0,0.0,Latvia,0.0,360
0.0,0.0,0.8,0.01,0.8293856186720767,0.001,0.01,0.001,0.0,0.0,Lithuania,0.0,360
0.0,0.0,0.8,0.01,0.312189300798289,0.001,0.01,0.001,0.0,0.0,Norway,0.0,360
0.0,0.0,0.8,0.01,0.04556783730295755,0.001,0.01,0.001,0.0,0.0,Sweden,0.0,360
0.0,0.0,0.8,0.01,0.9083529817770581,0.001,0.01,0.001,0.0,0.0,United Kingdom,0.0,360
0.0,0.0,0.8,0.01,0.5523751213359829,0.001,0.01,0.001,0.0,0.0,Albania,0.0,360
0.0,0.0,0.8,0.01,0.13586135501305496,0.001,0.01,0.001,0.0015041278121865442,11.0,Andorra,0.0,360
0.0,0.0,0.8,0.01,0.7565036498645556,0.001,0.01,0.001,0.0,0.0,Bosnia and Herzegovina,0.0,360
0.0,0.0,0.8,0.01,0.43008187518884866,0.001,0.01,0.001,0.0,0.0,Croatia,0.0,360
0.0,0.0,0.8,0.01,0.8238203163197655,0.001,0.01,0.001,0.45246512821138646,20.81001245174027,Gibraltar,0.0,360
0.0,0.0,0.8,0.01,0.08968474562901507,0.001,0.01,0.001,0.0,0.0,Greece,0.0,360
0.0,0.0,0.8,0.01,0.3783971560009267,0.001,0.01,0.001,0.0,0.0,Italy,0.0,360
0.0,0.0,0.8,0.01,0.5746579478985332,0.001,0.01,0.001,0.0,0.0,Malta,261.0,360
0.0,0.0,0.8,0.01,0.21542180481523077,0.001,0.01,0.001,0.0,0.0,Macedonia,0.0,360
0.0,0.0,0.8,0.01,0.4913565068784391,0.001,0.01,0.001,0.0,0.0,Portugal,0.0,360
0.0,0.0,0.8,0.01,0.6601175755632147,0.001,0.01,0.001,0.0,0.0,San Marino,0.0,360
0.0,0.0,0.8,0.01,0.6454094495936793,0.001,0.01,0.001,0.0,0.0,Slovenia,0.0,360
0.0,0.0,0.8,0.01,0.8567249766512479,0.001,0.01,0.001,0.0,0.0,Spain,0.0,360
0.0,0.0,0.8,0.01,0.32758491164989256,0.001,0.01,0.001,0.0,0.0,Austria,0.0,360
0.0,0.0,0.8,0.01,0.15313899474448722,0.001,0.01,0.001,0.0,0.0,Belgium,0.0,360
0.0,0.0,0.8,0.01,0.4259304578189307,0.001,0.01,0.001,0.0,0.0,France,0.0,360
0.0,0.0,0.8,0.01,0.5539443704898861,0.001,0.01,0.001,0.0,0.0,Germany,0.0,360
0.0,0.0,0.8,0.01,0.3516659576703498,0.001,0.01,0.001,0.038,0.0,Luxembourg,0.0,360
0.0,0.0,0.8,0.01,0.4703927462751267,0.001,0.01,0.001,0.0,0.0,Netherlands,0.0,360
0.0,0.0,0.8,0.01,0.003103443814293394,0.001,0.01,0.001,0.0,0.0,Switzerland,0.0,360
0.0,0.0,0.8,0.01,0.23689741292015354,0.001,0.01,0.001,0.06007575908994574,2.248762696313424,Bermuda,193.0,360
0.0,0.0,0.8,0.01,0.6594247886694216,0.001,0.01,0.001,0.0,0.0,Canada,9.0,360
0.0,0.0,0.8,0.01,0.18524263967997978,0.001,0.01,0.001,0.058,33.0,United States,24.0,360
